                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    139,                0.51159,                0.34622,                0.85071,                0.96045,                0.97051,                0.96509,                0.88624,                 0.4263,                0.34602,                0.82426,              0.0014393,              0.0014393,              0.0014393
                    140,                0.50586,                0.33746,                0.85227,                0.95898,                0.97051,                0.96764,                0.88596,                0.43029,                0.35816,                0.82652,              0.0014376,              0.0014376,              0.0014376
                    141,                0.49297,                0.33117,                0.84135,                0.96142,                0.97051,                0.96644,                0.88842,                0.42304,                0.35117,                0.82436,               0.001436,               0.001436,               0.001436
                    142,                0.51353,                0.34154,                0.85857,                0.96142,                0.97051,                0.96644,                0.88842,                0.42304,                0.35117,                0.82436,              0.0014343,              0.0014343,              0.0014343
                    143,                0.51562,                 0.3327,                0.87367,                0.96139,                0.97051,                0.96397,                0.89417,                0.40783,                 0.3434,                0.82087,              0.0014327,              0.0014327,              0.0014327
                    144,                0.48376,                0.33252,                0.84008,                0.96122,                0.97051,                0.96317,                0.88907,                0.41004,                0.34791,                0.82232,               0.001431,               0.001431,               0.001431
                    145,                0.47512,                0.34105,                0.84152,                 0.9616,                0.97051,                0.96265,                 0.8918,                 0.4108,                0.35507,                0.82243,              0.0014294,              0.0014294,              0.0014294
                    146,                0.48922,                0.34537,                0.84328,                 0.9625,                 0.9705,                0.95916,                0.88421,                0.40772,                0.36111,                0.82138,              0.0014277,              0.0014277,              0.0014277
                    147,                0.49377,                0.32706,                0.83932,                0.96393,                0.97051,                0.95817,                0.88001,                0.42949,                0.36257,                0.82543,              0.0014261,              0.0014261,              0.0014261
                    148,                0.52483,                0.34366,                 0.8569,                0.96434,                0.97051,                0.95924,                0.88353,                 0.4032,                0.35094,                0.81975,              0.0014244,              0.0014244,              0.0014244
                    149,                0.49467,                0.33877,                0.83612,                 0.9642,                0.97051,                0.95985,                0.89274,                0.39786,                0.34891,                0.81893,              0.0014228,              0.0014228,              0.0014228
                    150,                0.46884,                0.32258,                0.84198,                 0.9642,                0.97051,                0.95985,                0.89274,                0.39786,                0.34891,                0.81893,              0.0014211,              0.0014211,              0.0014211
                    151,                0.49694,                0.35422,                0.85417,                 0.9642,                0.97051,                0.96619,                0.89844,                0.39385,                0.34684,                0.81784,              0.0014195,              0.0014195,              0.0014195
                    152,                 0.4646,                0.32381,                0.84831,                0.96412,                0.97051,                0.96588,                0.88802,                0.41623,                0.34613,                0.82172,              0.0014178,              0.0014178,              0.0014178
